Year Completed,Number of Purposes,Floors,Rank,Height,Name,Material,City,City ID,Country,Country ID,Longitude,Latitude,ID
2004,1,32,867,140.5,480 Washington Boulevard,steel,Jersey City,1605,US,163,-74.03484344,40.72486877,12760
1986,1,49,868,140.4900055,The New York,concrete,Chicago,1539,US,163,-87.64615631,41.94974136,9870
2005,1,44,869,140.2100067,One Miami East Tower,concrete,Miami,1632,US,163,-80.18521118,25.77173042,4301
1995,1,34,870,140.2100067,100 North Main Street,steel,Winston-Salem,1601,US,163,-80.24395752,36.0954895,9790
2009,1,34,870,140.2100067,Element,concrete,Tampa,1702,US,163,-82.45980072,27.95085907,10299
1932,1,34,870,140.2100067,Louisiana State Capitol,steel,Baton Rouge,1528,US,163,-91.18733978,30.45693016,9481
1988,1,32,873,140.1999969,The Tower,concrete,Burbank,1531,US,163,-118.3426208,34.15295029,12741
1975,1,36,875,140.1100006,Ruan Center,steel,Des Moines,1557,US,163,-93.62602234,41.58732986,9484
2010,1,43,877,139.6999969,8 Stone Street,concrete,New York City,1641,US,163,-74.01229095,40.70391846,9594
2006,2,40,878,139.6000061,Palms Fantasy Tower,concrete,Las Vegas,1610,US,163,-115.1942978,36.11392975,10647
2003,1,39,879,139.6000061,The Residences at Grand Plaza,concrete,Chicago,1539,US,163,-87.62927246,41.89221954,9943
1972,1,36,880,139.6000061,Park Tower,steel,Tampa,1702,US,163,-82.45941162,27.94775009,10300
2008,1,41,881,139.5,600 Fairbanks Court,concrete,Chicago,1539,US,163,-87.62052917,41.89281082,9087
2014,1,42,882,139.3000031,66 Rockwell Place,concrete,New York City,1641,US,163,-73.98010254,40.68817139,11371
1989,1,43,883,139.2899933,Swissotel Chicago,concrete,Chicago,1539,US,163,-87.61934662,41.88735962,4362
2008,2,39,884,139.2899933,The Water Club at Borgata,concrete,Atlantic City,1501,US,163,-74.43357849,39.37884903,10265
1965,1,35,885,139.2899933,Equitable Building,steel,Chicago,1539,US,163,-87.62288666,41.88959122,9357
1981,1,36,886,139,One Union Square,steel,Seattle,1680,US,163,-122.3320389,47.60977936,9677
1930,2,36,886,139,Trump Parc Condominiums,steel,New York City,1641,US,163,-73.9770813,40.76541901,9991
2011,2,31,888,139,Atlantic Wharf,composite,Boston,1524,US,163,-71.0524826,42.35335922,9003
2007,1,47,889,138.8399963,Kingsbury Plaza,concrete,Chicago,1539,US,163,-87.64034271,41.89115143,9940
2011,1,47,890,138.6999969,The Monaco North Tower,concrete,Jersey City,1605,US,163,-74.03658295,40.72422028,12213
2011,1,47,890,138.6999969,The Monaco South Tower,concrete,Jersey City,1605,US,163,-74.03694153,40.72404861,12214
2009,2,39,893,138.6900024,Olive 8,concrete,Seattle,1680,US,163,-122.3341217,47.61373901,9678
2005,1,36,894,138.6799927,The Pinnacle Marina Tower,concrete,San Diego,1677,US,163,-117.1652832,32.71107864,9923
1927,1,31,895,138.6799927,Paramount Building,steel,New York City,1641,US,163,-73.9864502,40.75708008,9879
1987,1,33,896,138.5200043,Accenture Tower,concrete,Minneapolis,1627,US,163,-93.26756287,44.97415924,9466
2005,1,45,897,138.4299927,400 North LaSalle,concrete,Chicago,1539,US,163,-87.63304901,41.88972092,9941
1969,1,34,898,138.3999939,Equitable Life Building,steel,Los Angeles,1611,US,163,-118.2984695,34.06229019,4373
2010,1,42,899,138.3800049,Trump SoHo Hotel Condominium,concrete,New York City,1641,US,163,-74.00554657,40.72541046,9137
1980,1,34,900,138.3800049,Eleven-Eleven Third Avenue,steel,Seattle,1680,US,163,-122.3353806,47.60659027,9679
1928,1,27,901,138.3800049,City Hall,steel,Los Angeles,1611,US,163,-118.2426376,34.05368042,4376
1931,2,35,902,138.3000031,909 Walnut,steel,Kansas City,1633,US,163,-94.58152771,39.10322952,12761
2003,1,34,903,138.1999969,717 Texas Avenue,concrete,Houston,1593,US,163,-95.36421204,29.76151085,4388
2003,1,29,904,138.1300049,ABN AMRO Plaza,composite,Chicago,1539,US,163,-87.64167786,41.88253021,9942
2007,1,45,905,138.0800018,Turnberry Towers - East Tower,concrete,Las Vegas,1610,US,163,-115.1521225,36.14099121,10651
2008,1,45,905,138.0800018,Turnberry Towers - West Tower,concrete,Las Vegas,1610,US,163,-115.1537018,36.14093018,10650
2008,1,41,907,138.0800018,600 North Lake Shore Drive - North Tower,concrete,Chicago,1539,US,163,-87.61502075,41.89329147,8976
1986,1,34,908,138.0800018,53rd at Third,steel,New York City,1641,US,163,-73.96891022,40.75793839,9138
2005,1,28,909,138,Spire,concrete,Atlanta,1509,US,163,-84.3848877,33.77817154,4392
2010,1,31,911,137.8699951,510 Madison,steel,New York City,1641,US,163,-73.97480774,40.75971985,9213
1965,1,32,912,137.8000031,AT&T Center,steel,Los Angeles,1611,US,163,-118.2617569,34.03953934,4399
2004,1,42,913,137.7700043,Las Olas River House I,concrete,Fort Lauderdale,1574,US,163,-80.14186859,26.11808014,10288
1927,1,37,914,137.7700043,Roanoke Building,steel,Chicago,1539,US,163,-87.6318512,41.88174057,9944
2013,1,34,915,137.7700043,The Dylan,concrete,New York City,1641,US,163,-73.98538971,40.74674988,14431
1970,1,31,916,137.7700043,William R. Snodgrass Tennessee Tower,concrete,Nashville,1640,US,163,-86.78504181,36.1639595,11560
1990,1,30,917,137.7700043,High Street Tower,steel,Boston,1524,US,163,-71.0533371,42.35509109,9800
1957,1,38,918,137.4700012,1065 Avenue of the Americas,steel,New York City,1641,US,163,-73.98542786,40.75395966,9995
2004,1,38,918,137.4700012,Buckhead Grand,concrete,Atlanta,1509,US,163,-84.37069702,33.8487587,4401
1950,1,31,920,137.4700012,Metropolitan Life North Building,steel,New York City,1641,US,163,-73.98648834,40.74150085,9996
2015,1,29,921,137.4100037,7 Bryant Park,composite,New York City,1641,US,163,-73.98554993,40.75341034,12767
2002,1,38,922,137.3899994,Riverbend Condominiums,concrete,Chicago,1539,US,163,-87.63961029,41.88745117,9945
2005,1,47,926,137.1600037,The Shoreham,concrete,Chicago,1539,US,163,-87.61666107,41.88673019,9356
1987,1,44,927,137.1600037,Eugenie Terrace on the Park,concrete,Chicago,1539,US,163,-87.6339035,41.91374969,9946
2008,1,43,928,137.1600037,Bellevue Towers Two,concrete,Bellevue,1532,US,163,-122.1982117,47.61450958,10068
2005,2,42,929,137.1600037,One Lincoln Tower,composite,Bellevue,1532,US,163,-122.2006378,47.61582947,10070
2006,1,41,930,137.1600037,Tower 31,concrete,New York City,1641,US,163,-73.98677826,40.74702072,10021
2009,1,36,931,137.1600037,47 East 34th Street,concrete,New York City,1641,US,163,-73.98213959,40.74771881,10022
1971,1,35,932,137.1600037,Gateway Center III,composite,Chicago,1539,US,163,-87.63902283,41.87863922,9947
1974,1,32,933,137.1600037,100 Summer Street,steel,Boston,1524,US,163,-71.05734253,42.35388184,9802
2000,1,32,933,137.1600037,Three Wells Fargo Center,concrete,Charlotte,1544,US,163,-80.84651947,35.22463989,10607
1983,1,31,935,137.1600037,One Cleveland Center,steel,Cleveland,1543,US,163,-81.68923187,41.5037384,9843
1982,1,47,937,137,Westin Seattle North Tower,steel,Seattle,1680,US,163,-122.3386612,47.61381149,9681
2010,1,36,938,137,Veer Towers East,composite,Las Vegas,1610,US,163,-115.1744995,36.10731125,9231
2010,1,36,938,137,Veer Towers West,composite,Las Vegas,1610,US,163,-115.1751328,36.1074295,9232
2013,1,44,940,136.9600067,Hubbard Place,concrete,Chicago,1539,US,163,-87.63844299,41.89038086,13870
2005,1,45,941,136.8600006,One Miami West Tower,concrete,Miami,1632,US,163,-80.1860733,25.77149963,4410
2010,1,42,942,136.8600006,200 Squared,concrete,Chicago,1539,US,163,-87.63426208,41.88600922,9936
2001,2,38,943,136.8600006,Millennium Point,concrete,New York City,1641,US,163,-74.01747894,40.70560074,10025
2015,1,34,944,136.8000031,Chateau Beach Residences,concrete,Sunny Isles Beach,1686,US,163,-80.12068176,25.9379406,21024
1930,1,35,945,136.6000061,Eleven80,steel,Newark,1570,US,163,-74.16998291,40.73712921,12766
1927,1,37,946,136.5500031,50 Broadway,steel,New York City,1641,US,163,-74.01255035,40.70629883,10144
1916,1,33,947,136.5500031,Adams Express Building,steel,New York City,1641,US,163,-74.0128479,40.70724869,10145
1929,1,32,948,136.5500031,W Minneapolis - The Foshay,steel,Minneapolis,1627,US,163,-93.27159119,44.97447968,9461
1970,1,30,949,136.3000031,1250 Broadway,steel,New York City,1641,US,163,-73.98793793,40.74771118,10139
2006,1,42,950,136.25,La Perla Ocean Residences,concrete,Sunny Isles Beach,1686,US,163,-80.12139893,25.93018913,10336
2003,1,41,951,136.25,Ivy Tower,concrete,New York City,1641,US,163,-73.99156952,40.75830078,10143
2009,2,33,952,136.25,Omni Fort Worth Hotel,concrete,Fort Worth,1579,US,163,-97.32848358,32.74818039,4428
2012,1,22,953,136.1900024,Ann & Robert H. Lurie Children's Hospital of Chicago,composite,Chicago,1539,US,163,-87.62178802,41.89625931,9950
2007,1,36,954,136,University Club Tower,concrete,Milwaukee,1634,US,163,-87.8996582,43.04222107,9273
1931,1,37,955,135.9400024,Greenwich Club Residences,steel,New York City,1641,US,163,-74.01418304,40.70779037,10473
2003,1,34,956,135.9400024,Manchester Grand Hyatt Seaport,steel,San Diego,1677,US,163,-117.1688232,32.71046829,9925
1971,1,36,958,135.6399994,300 South Wacker,concrete,Chicago,1539,US,163,-87.63716888,41.87763977,9949
1931,1,35,959,135.6399994,1400 Broadway,steel,New York City,1641,US,163,-73.98674774,40.75294876,11571
1930,1,33,960,135.6000061,120 Wall Street,steel,New York City,1641,US,163,-74.00598907,40.70475006,11818
1928,1,30,961,135.4700012,Fisher Building,steel,Detroit,1559,US,163,-83.07704163,42.36931992,10579
2015,1,39,962,135.3300018,Premier on Pine,concrete,Seattle,1680,US,163,-122.3321762,47.61317062,14556
2002,1,39,962,135.3300018,The Westin Diplomat Resort,concrete,Hollywood,1596,US,163,-80.11788177,25.99168968,10328
2009,1,40,965,135.0299988,Trump Hollywood,concrete,Hollywood,1596,US,163,-80.1173172,25.99614906,10330
2001,1,38,966,135.0299988,Bridge Tower Place,concrete,New York City,1641,US,163,-73.96085358,40.76042938,10477
1949,1,36,967,135.0299988,100 Park Avenue,steel,New York City,1641,US,163,-73.97875214,40.75136185,10479
1968,1,30,968,135.0299988,Xerox Tower,steel,Rochester,1674,US,163,-77.60449982,43.15451813,9773
1986,1,46,969,135,Jackson Tower,concrete,St. Paul,1694,US,163,-93.08985901,44.9487915,10656
2010,1,39,970,135,Element New York Times Square West,concrete,New York City,1641,US,163,-73.99182129,40.75585175,9595
1931,1,38,971,135,Daily Commerce Building,steel,New York City,1641,US,163,-73.97377777,40.75244141,10478
1937,1,30,972,135,City Hall,steel,Kansas City,1633,US,163,-94.57782745,39.10058975,12762
2014,1,42,973,134.8999939,Optima Chicago Center,concrete,Chicago,1539,US,163,-87.62232208,41.89120102,13529
1991,1,45,974,134.8800049,Lucerne Apartments,concrete,New York City,1641,US,163,-73.95320892,40.7722702,11586
1928,2,37,975,134.7200012,Harriman Building,steel,New York City,1641,US,163,-74.0134201,40.70632172,9989
1982,1,27,976,134.7200012,One Summit Square,concrete,Fort Wayne,1578,US,163,-85.13886261,41.07762146,9485
1988,1,30,977,134.4199982,SunTrust Center,concrete,Orlando,1650,US,163,-81.37966919,28.53998947,10294
2006,1,36,978,134.1199951,Hartford 21,steel,Hartford,1591,US,163,-72.67606354,41.76744843,9510
2005,1,43,979,134.1100006,The Beach Club Tower 1,concrete,Hallandale Beach,1588,US,163,-80.11882019,25.98427963,10332
2007,1,43,979,134.1100006,The Beach Club Tower 3,concrete,Hallandale Beach,1588,US,163,-80.11871338,25.9856205,10333
2007,1,40,981,134.1100006,Met 1,concrete,Miami,1632,US,163,-80.18749237,25.77140999,4482
2008,1,38,983,134.1100006,Fifteen Twenty-One Second Avenue,concrete,Seattle,1680,US,163,-122.3398285,47.60972977,9683
2015,1,39,988,134.1000061,Cirrus,concrete,Seattle,1680,US,163,-122.3374023,47.616539,17227
1931,1,33,991,134.1000061,City Place,steel,Oklahoma City,1645,US,163,-97.51603699,35.4690094,12665
2001,2,33,991,134.1000061,The Olivia,composite,New York City,1641,US,163,-73.99449158,40.75214005,3857
2015,1,41,993,134,Insignia South Tower,concrete,Seattle,1680,US,163,-122.3429337,47.61656952,23480
1979,1,32,995,134,One Canal Place,steel,New Orleans,1636,US,163,-90.06548309,29.95129013,10589
1992,1,43,996,133.8099976,The Mondrian,concrete,New York City,1641,US,163,-73.9671402,40.75735092,10480
1961,1,32,997,133.8099976,One Park Tower,steel,Atlanta,1509,US,163,-84.38970184,33.75485992,4489
2006,1,32,998,133.8000031,W Dallas Victory Hotel & Residences,concrete,Dallas,1554,US,163,-96.80908966,32.78807831,14853
1922,1,27,999,133.5099945,Wrigley Building,steel,Chicago,1539,US,163,-87.62477112,41.88946915,9018
2001,1,40,1000,133.5,Park Laurel Condominiums,concrete,New York City,1641,US,163,-73.9808197,40.77116013,10483
1929,1,38,1001,133.5,Willoughby Tower,steel,Chicago,1539,US,163,-87.62477875,41.88190079,9854
1929,1,35,1002,133.5,The Crest,steel,New York City,1641,US,163,-74.00865173,40.70566177,10484
1974,1,34,1003,133.5,Borden Building,steel,Columbus,1545,US,163,-82.99555206,39.96316147,12625
1927,1,33,1004,133.5,Empire Trust Company Building,steel,New York City,1641,US,163,-73.9786911,40.75703812,10485
1969,1,32,1005,133.5,One California,steel,San Francisco,1683,US,163,-122.3973389,37.79330063,12783
1970,1,31,1006,133.5,1010 Common,concrete,New Orleans,1636,US,163,-90.07373047,29.95371056,10590
1927,1,40,1007,133.1999969,Cadillac Tower,steel,Detroit,1559,US,163,-83.04482269,42.33190918,10580
2006,1,36,1008,133.1999969,The Peninsula,concrete,Jacksonville,1604,US,163,-81.65470886,30.31912041,10323
2006,2,43,1009,133.1499939,Residence Inn New York Manhattan/Times Square,concrete,New York City,1641,US,163,-73.98593903,40.75281143,10486
2005,1,29,1010,133.1000061,Cira Centre,steel,Philadelphia,1657,US,163,-75.18260193,39.9573288,9902
1929,1,32,1011,133.0800018,David Stott Building,steel,Detroit,1559,US,163,-83.0485611,42.33240891,10581
2009,1,42,1012,132.8999939,Crystal Point,concrete,Jersey City,1605,US,163,-74.0319519,40.72156143,12759
1989,1,39,1013,132.8999939,San Francisco Marriott,steel,San Francisco,1683,US,163,-122.4046021,37.78551102,12790
1958,1,34,1015,132.8899994,750 3rd Avenue,steel,New York City,1641,US,163,-73.97271729,40.75379944,10487
1974,1,26,1016,132.8899994,Annenberg Pavillion,steel,New York City,1641,US,163,-73.95311737,40.78971863,10488
1925,2,26,1017,132.6999969,140 New Montgomery Street,steel,San Francisco,1683,US,163,-122.3999329,37.78668976,12796
1927,1,32,1018,132.6000061,Russ Building,steel,San Francisco,1683,US,163,-122.4029922,37.79146957,12795
1998,1,40,1019,132.5899963,Archstone Midtown West,concrete,New York City,1641,US,163,-73.98590088,40.76190948,10489
2007,1,40,1019,132.5899963,Trump Plaza,concrete,New Rochelle,1714,US,163,-73.78163147,40.91242981,9601
1931,1,34,1021,132.5899963,745 5th Avenue,steel,New York City,1641,US,163,-73.97315979,40.76324844,9829
1972,1,37,1022,132.5800018,180 North LaSalle,concrete,Chicago,1539,US,163,-87.63292694,41.88534164,9958
2001,1,41,1023,132.3000031,The Palisades,concrete,Fort Lee,1576,US,163,-73.96587372,40.84803009,12752
2009,1,43,1024,132.2899933,Spring,concrete,Austin,1510,US,163,-97.75404358,30.26885033,10361
2005,2,36,1025,132.25,Fontainebleau Tower Suites,concrete,Miami Beach,1622,US,163,-80.12291718,25.81653976,20957
2010,1,39,1026,132.0800018,Silver Tower,concrete,Chicago,1539,US,163,-87.63601685,41.89207077,9959
1971,1,31,1027,132,5900 Wilshire,steel,Los Angeles,1611,US,163,-118.3585663,34.06216049,4511
1989,1,28,1028,132,225 West Wacker,concrete,Chicago,1539,US,163,-87.63510895,41.88637161,9842
1986,1,40,1029,131.9799957,The Vanderbilt,concrete,New York City,1641,US,163,-73.97367096,40.74932098,11585
1928,1,35,1030,131.9799957,ITT Building,steel,New York City,1641,US,163,-74.01113892,40.70466995,11587
2007,1,35,1030,131.9799957,Loft 2,concrete,Miami,1632,US,163,-80.18982697,25.77598953,4512
1999,1,32,1032,131.7400055,Chrysler Building East,steel,New York City,1641,US,163,-73.97453308,40.75125885,12589
1926,1,36,1033,131.6799927,535 5th Avenue,steel,New York City,1641,US,163,-73.97936249,40.75476074,11654
1917,1,30,1035,131.6799927,Bush Tower,steel,New York City,1641,US,163,-73.98552704,40.75510025,11583
1967,1,28,1036,131.6799927,Riverplace Tower,precast,Jacksonville,1604,US,163,-81.6566925,30.31933022,10324
1986,1,42,1037,131.6699982,The Savoy Condominiums,concrete,New York City,1641,US,163,-73.96546936,40.76242065,12588
2015,1,39,1038,131.6699982,218 West 35th Street,concrete,New York City,1641,US,163,-73.99105072,40.75180054,15749
2014,1,39,1038,131.6699982,BKLYN Air,concrete,New York City,1641,US,163,-73.98288727,40.69504166,15746
2007,2,42,1040,131.4499969,Borgata Hotel & Casino,concrete,Atlantic City,1501,US,163,-74.43515015,39.377491,10266
1967,1,43,1042,131.3699951,1130 South Michigan,concrete,Chicago,1539,US,163,-87.62461853,41.86849976,9960
2008,1,42,1044,131.0700073,Bellevue Towers One,concrete,Bellevue,1532,US,163,-122.1976929,47.61410904,10069
1965,1,37,1045,131.0700073,100 North Main Building,concrete,Memphis,1626,US,163,-90.05095673,35.14770126,9504
2002,1,23,1046,131.0700073,Carl B. Stokes Federal Courthouse,steel,Cleveland,1543,US,163,-81.69750214,41.49644089,9845
2001,1,32,1048,131.0599976,Baltimore Marriott Waterfront Hotel,concrete,Baltimore,1514,US,163,-76.60286713,39.28342819,10605
2007,2,28,1049,131.0399933,Memorial Hermann Medical Plaza,concrete,Houston,1593,US,163,-95.39682007,29.71537018,4534
1971,1,46,1050,131,McClurg Court Center A,concrete,Chicago,1539,US,163,-87.61788177,41.89297104,9961
1971,1,46,1050,131,McClurg Court Center B,concrete,Chicago,1539,US,163,-87.61847687,41.8931694,9962
2007,1,37,1052,131,Turnberry Ocean Colony North Tower,concrete,Sunny Isles Beach,1686,US,163,-80.12159729,25.92633057,21025
2008,1,37,1052,131,Turnberry Ocean Colony South Tower,concrete,Sunny Isles Beach,1686,US,163,-80.12159729,25.92542076,21026
1968,1,32,1054,131,1700 Market Street,concrete,Philadelphia,1657,US,163,-75.16906738,39.95275116,9899
1990,2,42,1055,130.7599945,Trump Taj Mahal Casino Hotel,composite,Atlantic City,1501,US,163,-74.41950226,39.36024094,10267
1927,1,38,1056,130.7599945,Fred F. French Building,steel,New York City,1641,US,163,-73.97886658,40.75532913,9990
1930,1,28,1057,130.7599945,AT&T Building,steel,New York City,1641,US,163,-74.00473022,40.71989059,11563
2013,1,41,1058,130.75,Linc LIC,concrete,New York City,1641,US,163,-73.94280243,40.74882889,14430
1996,1,30,1059,130.75,First Hawaiian Center,steel,Honolulu,1592,US,163,-157.861557,21.30787086,9322
1975,1,48,1060,130.5599976,1555 North Astor,concrete,Chicago,1539,US,163,-87.62731934,41.91101837,9963
2006,1,41,1061,130.5,One Carnegie Hill,concrete,New York City,1641,US,163,-73.94819641,40.78517914,16305
1929,1,37,1062,130.4600067,712 Main Street,steel,Houston,1593,US,163,-95.36379242,29.75896072,4538
2008,1,32,1063,130.4600067,101 Warren Street,concrete,New York City,1641,US,163,-74.01261139,40.7159996,8969
1927,1,26,1064,130.4600067,Bank of America Building,steel,Providence,1664,US,163,-71.41111755,41.82447815,9608
1977,1,46,1065,130.4499969,Manhattan Plaza Apartments I,concrete,New York City,1641,US,163,-73.99291992,40.75899887,11381
